Ewe/V	<I>/mA	
1.2785927E+000	4.339014434814453E+001
1.3285508E+000	5.205724589029944E+001
1.2685821E+000	4.154594294230139E+001
1.3184943E+000	5.033859507242835E+001
1.2585371E+000	3.992725372314453E+001
1.3085866E+000	4.867126210530591E+001
1.2485722E+000	3.837350463867188E+001
1.2985874E+000	4.705409622192383E+001
1.2385920E+000	3.685044352213538E+001
1.2885845E+000	4.547157414754236E+001
1.2285317E+000	3.534711837768555E+001
1.2785164E+000	4.388853581746412E+001
1.2185631E+000	3.384404754638672E+001
1.2685630E+000	4.232396316528320E+001
1.2085447E+000	3.237612152099609E+001
1.2585828E+000	4.081465403238929E+001
1.1985952E+000	3.095722262064612E+001
1.2486026E+000	3.934519958496094E+001
1.1885463E+000	2.956442769368488E+001
1.2385653E+000	3.789077250162757E+001
1.1785662E+000	2.817519442240393E+001
1.2285470E+000	3.644271341959632E+001
1.1685631E+000	2.681092135111487E+001
1.2185440E+000	3.503425470987952E+001
1.1585562E+000	2.549822044372559E+001
1.2086250E+000	3.368857192993164E+001
1.1485455E+000	2.422728093465167E+001
1.1986142E+000	3.236822764078772E+001
1.1385769E+000	2.297124354044593E+001
1.1885120E+000	3.105170631408691E+001
1.1285433E+000	2.172360928853351E+001
1.1785967E+000	2.976587104797363E+001
1.1185403E+000	2.050857162475586E+001
1.1685784E+000	2.853122584025061E+001
1.1085219E+000	1.935669326782227E+001
1.1586174E+000	2.734343910217285E+001
1.0985457E+000	1.823143005371094E+001
1.1485609E+000	2.617908223470050E+001
1.0886190E+000	1.711749839782715E+001
1.1385578E+000	2.502312978108722E+001
1.0784937E+000	1.600789610544840E+001
1.1286197E+000	2.391811116536456E+001
1.0684639E+000	1.496145184834796E+001
1.1186318E+000	2.286861165364581E+001
1.0584686E+000	1.396976184844971E+001
1.1085830E+000	2.185056241353351E+001
1.0484693E+000	1.298112869262695E+001
1.0986372E+000	2.084677505493164E+001
1.0385541E+000	1.201821581522623E+001
1.0885388E+000	1.985610516866046E+001
1.0284059E+000	1.109019406636554E+001
1.0785242E+000	1.893737729390460E+001
1.0185137E+000	1.021679878234863E+001
1.0685213E+000	1.806550979614258E+001
1.0084686E+000	9.368616104125977E+000
1.0584762E+000	1.721338081359863E+001
9.9847698E-001	8.532148996988923E+000
1.0485343E+000	1.637742360432941E+001
9.8842049E-001	7.720384756724044E+000
1.0385503E+000	1.558730634053546E+001
9.7849000E-001	6.956753094991043E+000
1.0285167E+000	1.484468491872150E+001
9.6845639E-001	6.241254488627106E+000
1.0185518E+000	1.413784440358478E+001
9.5839989E-001	5.534159978230790E+000
1.0084991E+000	1.343800830841064E+001
9.4848084E-001	4.842345237731934E+000
9.9849987E-001	1.277268060048419E+001
9.3845874E-001	4.182109832763672E+000
9.8856556E-001	1.214949862162271E+001
9.2846334E-001	3.574846824010208E+000
9.7850907E-001	1.157215944925943E+001
9.1850990E-001	2.985664923985794E+000
9.6855181E-001	1.100309689839682E+001
9.0847248E-001	2.405651092529297E+000
9.5853734E-001	1.044829559326172E+001
8.9849615E-001	1.844737688700359E+000
9.4855720E-001	9.933223406473786E+000
8.8850081E-001	1.322661638259888E+000
9.3855035E-001	9.461826006571442E+000
8.7845957E-001	8.375130196412401E-001
9.2852056E-001	9.008511225382478E+000
8.6852902E-001	3.602591784050067E-001
9.1852516E-001	8.556343078613281E+000
8.5850310E-001	-1.125379552443821E-001
9.0856034E-001	8.125311692555741E+000
8.4846568E-001	-5.492991159359613E-001
8.9858782E-001	7.741395155588776E+000
8.3853900E-001	-9.476049145062770E-001
8.8851988E-001	7.377979437510163E+000
8.2852447E-001	-1.325154999891916E+000
8.7853593E-001	7.030862490336091E+000
8.1853288E-001	-1.708180586496990E+000
8.6859393E-001	6.679289023081466E+000
8.0853367E-001	-2.079109152158100E+000
8.5854894E-001	6.356365839640304E+000
7.9853064E-001	-2.412983258565269E+000
8.4856880E-001	6.079665501912430E+000
7.8850091E-001	-2.709293286005654E+000
8.3854663E-001	5.815826098124191E+000
7.7848637E-001	-3.002674261728920E+000
8.2852834E-001	5.550076643625886E+000
7.6852155E-001	-3.297074317932129E+000
8.1853294E-001	5.289675076802567E+000
7.5849938E-001	-3.562314192454018E+000
8.0852222E-001	5.077534039815262E+000
7.4857652E-001	-3.792919238408409E+000
7.9854208E-001	4.895698865254715E+000
7.3857349E-001	-4.000603278477989E+000
7.8851998E-001	4.711826324462891E+000
7.2853988E-001	-4.216564575831093E+000
7.7854365E-001	4.526934941609696E+000
7.1855593E-001	-4.425650119781494E+000
7.6847571E-001	4.361398696899414E+000
7.0860255E-001	-4.595260779062912E+000
7.5855285E-001	4.231388886769608E+000
6.9861478E-001	-4.740423679351807E+000
7.4848491E-001	4.118187506993614E+000
6.8859267E-001	-4.885713259379074E+000
7.3843986E-001	3.988687356313065E+000
6.7859340E-001	-5.040553569793701E+000
7.2845972E-001	3.861479123433433E+000
6.6846818E-001	-5.194120089213058E+000
7.1850246E-001	3.772980848948158E+000
6.5852624E-001	-5.303756237030029E+000
7.0851469E-001	3.703965266545616E+000
6.4853084E-001	-5.404096921285003E+000
6.9848496E-001	3.624125560124710E+000
6.3850492E-001	-5.528121948242188E+000
6.8844372E-001	3.527223269144692E+000
6.2850946E-001	-5.667044480641678E+000
6.7847508E-001	3.445219198862709E+000
6.1847204E-001	-5.788395563761398E+000
6.6838038E-001	3.374675114949547E+000
6.0850334E-001	-5.875238418579102E+000
6.5835446E-001	3.330617030461624E+000
5.9846216E-001	-5.983219146728516E+000
6.4840865E-001	3.269623359044388E+000
5.8850491E-001	-6.109791119893401E+000
6.3843232E-001	3.193985780080155E+000
5.7848281E-001	-6.234834035237640E+000
6.2845987E-001	3.143433650334678E+000
5.6857520E-001	-6.329062620798751E+000
6.1841857E-001	3.105742295583084E+000
5.5848432E-001	-6.409920692443848E+000
6.0844612E-001	3.052388509114586E+000
5.4851562E-001	-6.513826847076416E+000
5.9851557E-001	2.969747781753540E+000
5.3854311E-001	-6.628556092580155E+000
5.8842474E-001	2.889908393224076E+000
5.2854007E-001	-6.722784360249833E+000
5.7845223E-001	2.834135214487709E+000
5.1854849E-001	-6.788235028584808E+000
5.6847590E-001	2.779126326243080E+000
5.0851107E-001	-6.869347254435226E+000
5.5848813E-001	2.702088356018066E+000
4.9855006E-001	-6.989170392354339E+000
5.4846603E-001	2.604294538497925E+000
4.8854318E-001	-7.106955687205001E+000
5.3848207E-001	2.512103478113808E+000
4.7852105E-001	-7.202075163523361E+000
5.2853245E-001	2.440031449000038E+000
4.6850657E-001	-7.279750982920334E+000
5.1849127E-001	2.345548629760742E+000
4.5859131E-001	-7.377925872802734E+000
5.0847292E-001	2.223051706949867E+000
4.4859973E-001	-7.498385270436600E+000
4.9852332E-001	2.080435911814369E+000
4.3861198E-001	-7.606238365173340E+000
4.8852792E-001	1.950171629587810E+000
4.2858601E-001	-7.678438345591232E+000
4.7853634E-001	1.814431945482887E+000
4.1863644E-001	-7.774321873982757E+000
4.6849510E-001	1.648004213968914E+000
4.0856466E-001	-7.929034392038986E+000
4.5850351E-001	1.456873456637066E+000
3.9860743E-001	-8.146523475646973E+000
4.4844702E-001	1.274656136830647E+000
3.8858148E-001	-8.358283360799163E+000
4.3849361E-001	1.104917784531912E+000
3.7852499E-001	-8.556035359700530E+000
4.2853257E-001	9.313593705495204E-001
3.6847994E-001	-8.776835441589355E+000
4.1845319E-001	7.290231386820469E-001
3.5845017E-001	-9.028577804565430E+000
4.0856466E-001	5.120432178179417E-001
3.4856549E-001	-9.280701637268066E+000
3.9856163E-001	3.102162728706994E-001
3.3855098E-001	-9.521493911743164E+000
3.8851276E-001	1.136101142813761E-001
3.2852122E-001	-9.767251332600921E+000
3.7856317E-001	-1.084632004300754E-001
3.1860217E-001	-1.004968166351318E+001
3.6858684E-001	-3.561309774716692E-001
3.0853805E-001	-1.035184892018637E+001
3.5865635E-001	-6.123302181561794E-001
2.9857320E-001	-1.064905103047690E+001
3.4863421E-001	-8.521031538645438E-001
2.8851667E-001	-1.094052187601724E+001
