Ewe/V	<I>/mA	
1.2785547E+000	4.208750152587891E+001
1.3285354E+000	5.083614425659181E+001
1.2685783E+000	4.038887100219728E+001
1.3185859E+000	4.902680664062501E+001
1.2586516E+000	3.874470977783204E+001
1.3085637E+000	4.724673309326170E+001
1.2485683E+000	3.712102966308595E+001
1.2985722E+000	4.551097030639647E+001
1.2385960E+000	3.551690673828125E+001
1.2885654E+000	4.380798187255857E+001
1.2285700E+000	3.396801986694334E+001
1.2785547E+000	4.211393432617189E+001
1.2185707E+000	3.244327926635742E+001
1.2685821E+000	4.045732421874999E+001
1.2086173E+000	3.093840217590332E+001
1.2586020E+000	3.884342193603516E+001
1.1986028E+000	2.948020591735840E+001
1.2485532E+000	3.725740661621091E+001
1.1885616E+000	2.805600967407227E+001
1.2386111E+000	3.568506698608400E+001
1.1785929E+000	2.667841606140138E+001
1.2286005E+000	3.415405883789060E+001
1.1685402E+000	2.531205406188965E+001
1.2185593E+000	3.266629486083986E+001
1.1585829E+000	2.398503799438475E+001
1.2085409E+000	3.120557785034180E+001
1.1486410E+000	2.271700401306151E+001
1.1985685E+000	2.976625366210931E+001
1.1385769E+000	2.147701072692871E+001
1.1886226E+000	2.836925392150880E+001
1.1286120E+000	2.025825462341308E+001
1.1785775E+000	2.701672096252435E+001
1.1185899E+000	1.908167381286620E+001
1.1686052E+000	2.569253234863282E+001
1.1085830E+000	1.796560440063476E+001
1.1586096E+000	2.438774871826172E+001
1.0985991E+000	1.687642631530761E+001
1.1486105E+000	2.314103164672852E+001
1.0886419E+000	1.581444759368895E+001
1.1386150E+000	2.193366165161132E+001
1.0785166E+000	1.478593177795409E+001
1.1286349E+000	2.076586647033690E+001
1.0685289E+000	1.382694225311279E+001
1.1186395E+000	1.962427673339843E+001
1.0584915E+000	1.289774856567382E+001
1.1086135E+000	1.854151687622070E+001
1.0485076E+000	1.199674625396729E+001
1.0985609E+000	1.751185646057129E+001
1.0384892E+000	1.114502429962158E+001
1.0885311E+000	1.649969062805175E+001
1.0285320E+000	1.034624881744385E+001
1.0784823E+000	1.554375705718994E+001
1.0185404E+000	9.571920967102045E+000
1.0685174E+000	1.464153347015377E+001
