Ewe/V	<I>/mA	
-1.2206050E-001	-1.047438979148865E+000
-7.2098680E-002	2.168510854244232E+000
-1.3213991E-001	-2.483877539634705E+000
-8.2094118E-002	1.949723184108734E+000
-1.4204362E-001	-2.532178759574890E+000
-9.2104837E-002	1.926240742206573E+000
-1.5209633E-001	-2.540006160736084E+000
-1.0208119E-001	1.911158442497253E+000
-1.6209938E-001	-2.555279374122620E+000
-1.1209564E-001	1.896267175674438E+000
-1.7210241E-001	-2.564443230628967E+000
-1.2211777E-001	1.898367226123810E+000
-1.8214744E-001	-2.585062026977539E+000
-1.3205974E-001	1.906194746494293E+000
-1.9205123E-001	-2.601671457290649E+000
-1.4212766E-001	1.911540210247040E+000
-2.0204666E-001	-2.631835818290710E+000
-1.5205047E-001	1.913258433341980E+000
-2.1208408E-001	-2.661427617073059E+000
-1.6208796E-001	1.918794989585876E+000
-2.2206797E-001	-2.702665209770203E+000
-1.7204894E-001	1.939986467361450E+000
-2.3210926E-001	-2.732447743415833E+000
-1.8205588E-001	1.959268808364868E+000
-2.4205123E-001	-2.787240266799927E+000
-1.9200537E-001	1.964041709899902E+000
-2.5205040E-001	-2.829241275787354E+000
-2.0208484E-001	1.986951351165771E+000
-2.6205352E-001	-2.852341771125793E+000
-2.1209550E-001	2.016924977302551E+000
-2.7205268E-001	-2.894343137741089E+000
-2.2206415E-001	2.031816184520721E+000
-2.8217027E-001	-2.932716727256775E+000
-2.3202142E-001	2.056635200977325E+000
-2.9216188E-001	-2.967081308364868E+000
-2.4202058E-001	2.066371738910675E+000
-3.0216876E-001	-2.998773097991943E+000
-2.5203517E-001	2.088899552822113E+000
-3.1217170E-001	-3.026264786720276E+000
-2.6207253E-001	2.088899552822113E+000
-3.2216334E-001	-3.053756237030029E+000
-2.7207175E-001	2.103981912136078E+000
-3.3214349E-001	-3.080866217613220E+000
-2.8211299E-001	2.099972665309906E+000
-3.4212744E-001	-3.109121441841125E+000
-2.9213130E-001	2.114673018455505E+000
-3.5211900E-001	-3.125540137290955E+000
-3.0214196E-001	2.108372807502747E+000
-3.6215642E-001	-3.162768483161926E+000
-3.1213352E-001	2.120973169803619E+000
-3.7209842E-001	-3.184150815010071E+000
-3.2212129E-001	2.135673642158508E+000
-3.8214731E-001	-3.206487655639648E+000
-3.3212060E-001	2.150755822658539E+000
-3.9215028E-001	-3.245243310928345E+000
