Ewe/V	<I>/mA	
-1.2206811E-001	-1.035592108964920E-001
-7.2114043E-002	2.477229336897531E-001
-1.3209412E-001	-2.649453530708947E-001
-8.2082704E-002	2.213767766952515E-001
-1.4210089E-001	-2.780547986427941E-001
-9.2104837E-002	2.147584110498428E-001
-1.5208492E-001	-2.802184919516248E-001
-1.0206202E-001	2.146311451991401E-001
-1.6210705E-001	-2.828913082679114E-001
-1.1208416E-001	2.124674518903098E-001
-1.7207192E-001	-2.879823446273804E-001
-1.2211777E-001	2.049581507841745E-001
-1.8205968E-001	-2.991826335589094E-001
-1.3214371E-001	2.041944960753121E-001
-1.9202073E-001	-3.070737719535828E-001
-1.4206278E-001	2.089037249485650E-001
-2.0203899E-001	-3.218378126621246E-001
-1.5212689E-001	2.089037249485650E-001
-2.1208028E-001	-3.274379372596741E-001
-1.6208409E-001	2.142493128776550E-001
-2.2205275E-001	-3.377473453680677E-001
-1.7209101E-001	2.193403641382852E-001
-2.3209018E-001	-3.490748902161913E-001
-1.8207876E-001	2.220131655534106E-001
-2.4207032E-001	-3.623116314411163E-001
-1.9203602E-001	2.229040910800295E-001
-2.5207329E-001	-3.864940802256269E-001
-2.0208097E-001	2.215040475130081E-001
-2.6206484E-001	-4.039309223492946E-001
-2.1206492E-001	2.320679823557534E-001
-2.7202979E-001	-4.086401462554932E-001
-2.2204508E-001	2.386863281329470E-001
-2.8213969E-001	-4.192040463288631E-001
-2.3202142E-001	2.551049639781318E-001
-2.9209694E-001	-4.311680197715759E-001
-2.4208173E-001	2.542139937480292E-001
-3.0212677E-001	-4.454229275385542E-001
-2.5201982E-001	2.643961012363434E-001
-3.1209922E-001	-4.500048855940504E-001
-2.6204962E-001	2.701235363880792E-001
-3.2211748E-001	-4.684599141279859E-001
-2.7198014E-001	2.682144045829773E-001
-3.3212060E-001	-4.881877104441328E-001
-2.8210911E-001	2.684689412514367E-001
-3.4210068E-001	-4.900968571503963E-001
-2.9216951E-001	2.772510101397834E-001
-3.5211900E-001	-5.099518994490309E-001
-3.0214965E-001	2.701235413551331E-001
-3.6212584E-001	-5.119883914788561E-001
-3.1206864E-001	2.888331313927965E-001
-3.7208691E-001	-5.216613312562304E-001
-3.2212517E-001	2.953242063522339E-001
-3.8212046E-001	-5.380799671014147E-001
-3.3211300E-001	2.911240955193835E-001
-3.9214268E-001	-5.486438969771070E-001
-3.4211978E-001	3.047426342964172E-001
-4.0208465E-001	-5.681171417236328E-001
-3.5205412E-001	3.097064097722368E-001
-4.1204950E-001	-5.858085155487061E-001
-3.6208007E-001	3.182339072227478E-001
-4.2212123E-001	-6.157184243202209E-001
-3.7211362E-001	3.184884687264757E-001
-4.3212044E-001	-6.396463116010036E-001
-3.8208994E-001	3.273977935314178E-001
-4.4210440E-001	-6.535194516181946E-001
-3.9211595E-001	3.524712125460310E-001
-4.5209599E-001	-6.807565689086914E-001
-4.0211514E-001	3.559076587359105E-001
-4.6212190E-001	-7.183030049006138E-001
-4.1211051E-001	3.718171815077458E-001
-4.7209066E-001	-7.505038579305019E-001
-4.2208683E-001	3.928177456061048E-001
-4.8208988E-001	-8.043416937192287E-001
-4.3209377E-001	4.120364288489018E-001
-4.9207383E-001	-8.585613171259556E-001
-4.4211203E-001	4.278186857700348E-001
-5.0205779E-001	-9.280540943145752E-001
-4.5207316E-001	4.703289171059923E-001
-5.1206082E-001	-1.020711084206900E+000
-4.6207231E-001	5.044388671716051E-001
-5.2204472E-001	-1.126986662546795E+000
-4.7210214E-001	5.643859406312304E-001
-5.3206694E-001	-1.256299257278442E+000
-4.8207074E-001	6.351514856020604E-001
-5.4204327E-001	-1.419339974721275E+000
-4.9211964E-001	7.342996199925729E-001
-5.5207300E-001	-1.627182006835938E+000
-5.0211501E-001	8.437571128209420E-001
-5.6206077E-001	-1.834387461344402E+000
-5.1205701E-001	9.964884916941319E-001
-5.7205230E-001	-2.096321781476338E+000
-5.2202952E-001	1.175438721974690E+000
-5.8204395E-001	-2.375183661778770E+000
-5.3208214E-001	1.376153270403542E+000
-5.9208131E-001	-2.646281957626343E+000
-5.4210806E-001	1.601304650306702E+000
-6.0209203E-001	-2.932780583699547E+000
-5.5204630E-001	1.829892754554749E+000
-6.1206830E-001	-3.215842723846436E+000
-5.6201494E-001	2.038370847702026E+000
-6.2198359E-001	-3.471667925516769E+000
-5.7206380E-001	2.228139638900757E+000
-6.3204008E-001	-3.696182807286583E+000
-5.8202869E-001	2.384816567103066E+000
-6.4202023E-001	-3.882515271504722E+000
-5.9204704E-001	2.508147239685059E+000
-6.5202326E-001	-4.042501131693527E+000
-6.0203087E-001	2.594058434168495E+000
-6.6203392E-001	-4.142667770385742E+000
-6.1206830E-001	2.659605741500854E+000
-6.7205226E-001	-4.202360312143966E+000
-6.2205994E-001	2.678951899210610E+000
-6.8207049E-001	-4.220942497253418E+000
-6.3201338E-001	2.693079551060990E+000
-6.9204688E-001	-4.177795966466270E+000
-6.4202398E-001	2.664823929468788E+000
-7.0202321E-001	-4.098757187525429E+000
-6.5201938E-001	2.612004280090332E+000
-7.1211022E-001	-3.980008602142334E+000
-6.6201866E-001	2.556130329767861E+000
-7.2212464E-001	-3.825368086496987E+000
-6.7203307E-001	2.460545778274536E+000
-7.3215067E-001	-3.633690277735390E+000
-6.8199039E-001	2.361143271128334E+000
-7.4208498E-001	-3.442648967107139E+000
-6.9199347E-001	2.232721567153931E+000
