Ewe/V	<I>/mA	
-1.2207199E-001	-6.346722692251205E-002
-7.2041482E-002	1.572295986115932E-001
-1.3208264E-001	-1.559651568531990E-001
-8.2082704E-002	1.403336934745312E-001
-1.4206278E-001	-1.677063778042793E-001
-9.2066661E-002	1.379472687840462E-001
-1.5209253E-001	-1.689473204314709E-001
-1.0208499E-001	1.284015625715256E-001
-1.6206507E-001	-1.832658909261227E-001
-1.1208803E-001	1.313607282936573E-001
-1.7198408E-001	-1.759156882762909E-001
-1.2204522E-001	1.339380685240030E-001
-1.8200620E-001	-1.868932545185089E-001
-1.3206354E-001	1.342244390398264E-001
-1.9200157E-001	-1.910933740437031E-001
-1.4202461E-001	1.313607264310122E-001
-2.0200461E-001	-1.972026191651821E-001
-1.5207343E-001	1.307879872620106E-001
-2.1203443E-001	-2.168667875230312E-001
-1.6206120E-001	1.251560188829899E-001
-2.2202606E-001	-2.224033065140247E-001
-1.7201844E-001	1.373745240271091E-001
-2.3203284E-001	-2.236442416906357E-001
-1.8204050E-001	1.365154143422842E-001
-2.4203214E-001	-2.344309017062187E-001
-1.9200544E-001	1.300243269652128E-001
-2.5202751E-001	-2.476039715111256E-001
-2.0205808E-001	1.379472706466913E-001
-2.6202676E-001	-2.644044235348701E-001
-2.1206120E-001	1.395700387656689E-001
-2.7199540E-001	-2.652635462582111E-001
-2.2198781E-001	1.544613502919674E-001
-2.8207099E-001	-2.754774466156960E-001
-2.3199464E-001	1.492112055420876E-001
-2.9211223E-001	-2.909414917230606E-001
-2.4202447E-001	1.599978543817997E-001
-3.0213049E-001	-2.958098202943802E-001
-2.5197023E-001	1.671571470797062E-001
-3.1211451E-001	-3.093647137284279E-001
-2.6201907E-001	1.638161465525627E-001
-3.2217094E-001	-3.130875378847122E-001
-2.7199161E-001	1.728845722973347E-001
-3.3209002E-001	-3.211059346795082E-001
-2.8210539E-001	1.733618564903736E-001
-3.4208158E-001	-3.266424536705017E-001
-2.9210073E-001	1.731709428131580E-001
-3.5207704E-001	-3.355199620127678E-001
-3.0213436E-001	1.721209101378918E-001
-3.6209530E-001	-3.423928841948509E-001
-3.1209922E-001	1.826211884617805E-001
-3.7207544E-001	-3.500294387340546E-001
-3.2204494E-001	1.814757138490677E-001
-3.8205558E-001	-3.661616966128349E-001
-3.3209762E-001	1.860576458275318E-001
-3.9211208E-001	-3.721754923462868E-001
-3.4212738E-001	1.797574870288372E-001
-4.0212661E-001	-3.825803026556969E-001
-3.5208464E-001	1.885395422577858E-001
-4.1205710E-001	-4.041536226868629E-001
-3.6209536E-001	1.991352774202824E-001
-4.2206401E-001	-4.095946699380875E-001
-3.7208313E-001	2.014262452721596E-001
-4.3205169E-001	-4.266815111041069E-001
-3.8210523E-001	2.133583761751652E-001
-4.4209293E-001	-4.530276656150818E-001
-3.9207399E-001	2.175584957003593E-001
-4.5206928E-001	-4.661052972078323E-001
-4.0207696E-001	2.287269793450832E-001
-4.6212578E-001	-4.954106062650681E-001
-4.1208386E-001	2.293951809406281E-001
-4.7204104E-001	-5.262432619929314E-001
-4.2206401E-001	2.451456002891064E-001
-4.8213181E-001	-5.570758879184723E-001
-4.3207079E-001	2.584141418337822E-001
-4.9205089E-001	-5.959269404411316E-001
-4.4207773E-001	2.763600647449493E-001
-5.0205022E-001	-6.530102938413620E-001
-4.5203111E-001	2.961196973919868E-001
-5.1203024E-001	-7.065616846084595E-001
-4.6203795E-001	3.223704025149345E-001
-5.2205622E-001	-7.954322844743729E-001
-4.7207537E-001	3.619851022958755E-001
-5.3205931E-001	-9.014851301908493E-001
-4.8205930E-001	4.058953672647476E-001
-5.4203176E-001	-1.037893280386925E+000
-4.9202800E-001	4.723335206508636E-001
-5.5206156E-001	-1.201984047889709E+000
-5.0205392E-001	5.637814328074455E-001
-5.6203020E-001	-1.377720564603806E+000
-5.1204175E-001	6.837709844112396E-001
-5.7201034E-001	-1.598990231752396E+000
-5.2204859E-001	8.260021060705185E-001
-5.8200955E-001	-1.837537407875061E+000
-5.3205544E-001	1.002311348915100E+000
-5.9207374E-001	-2.094221562147141E+000
-5.4203176E-001	1.208785086870193E+000
-6.0205007E-001	-2.351860344409943E+000
-5.5203480E-001	1.421368062496185E+000
-6.1203021E-001	-2.611408114433289E+000
-5.6203026E-001	1.628700882196426E+000
-6.2208283E-001	-2.843178033828735E+000
-5.7203323E-001	1.826392531394959E+000
-6.3203627E-001	-3.057765483856201E+000
-5.8205158E-001	1.996783494949341E+000
-6.4205831E-001	-3.232738494873047E+000
-5.9199351E-001	2.129564344882965E+000
-6.5201169E-001	-3.378692328929901E+000
-6.0204619E-001	2.238862633705139E+000
-6.6204154E-001	-3.474244892597198E+000
-6.1201483E-001	2.314464688301086E+000
-6.7201018E-001	-3.524455249309540E+000
-6.2199509E-001	2.349783837795258E+000
-6.8198651E-001	-3.519396185874939E+000
-6.3204771E-001	2.345297515392303E+000
-6.9197047E-001	-3.474435806274414E+000
-6.4200109E-001	2.320287644863129E+000
-7.0200795E-001	-3.390051722526550E+000
-6.5195066E-001	2.273800075054169E+000
-7.1207964E-001	-3.265480279922485E+000
-6.6199183E-001	2.213089287281036E+000
-7.2206742E-001	-3.108644187450409E+000
-6.7199498E-001	2.104363709688187E+000
-7.3212397E-001	-2.930044054985046E+000
-6.8200183E-001	1.995733499526978E+000
-7.4208879E-001	-2.742375254631042E+000
-6.9198960E-001	1.875934809446335E+000
-7.5204986E-001	-2.541438043117523E+000
-7.0210719E-001	1.737521976232529E+000
-7.6208729E-001	-2.367610752582550E+000
-7.1204913E-001	1.608273059129715E+000
-7.7212471E-001	-2.197410672903061E+000
-7.2210944E-001	1.471578508615494E+000
-7.8213149E-001	-2.041147470474243E+000
-7.3212010E-001	1.353688955307007E+000
-7.9201627E-001	-1.904739230871201E+000
-7.4206209E-001	1.238949507474899E+000
-8.0208415E-001	-1.805559366941452E+000
-7.5208807E-001	1.138242319226265E+000
-8.1202614E-001	-1.709911316633224E+000
-7.6199949E-001	1.050326302647591E+000
-8.2212842E-001	-1.638413965702057E+000
-7.7205980E-001	9.736742675304413E-001
-8.3203983E-001	-1.578085035085678E+000
-7.8205520E-001	9.107680171728134E-001
-8.4206581E-001	-1.536465764045715E+000
-7.9208112E-001	8.522528111934662E-001
-8.5210323E-001	-1.495896488428116E+000
-8.0202693E-001	8.117789924144745E-001
-8.6206424E-001	-1.466591149568558E+000
-8.1201851E-001	7.771280407905579E-001
-8.7209404E-001	-1.447499781847000E+000
-8.2209033E-001	7.443862557411194E-001
-8.8205504E-001	-1.440054059028625E+000
-8.3210480E-001	7.238629907369614E-001
-8.9205432E-001	-1.428503751754761E+000
-8.4205818E-001	7.160354852676392E-001
-9.0202677E-001	-1.422585457563400E+000
-8.5212612E-001	7.038170099258423E-001
-9.1207564E-001	-1.425353676080704E+000
-8.6207193E-001	6.842482835054398E-001
-9.2206728E-001	-1.428599238395691E+000
-8.7207878E-001	6.831027865409851E-001
-9.3203592E-001	-1.434135705232620E+000
-8.8200921E-001	6.835800856351852E-001
-9.4202751E-001	-1.429649263620377E+000
-8.9203519E-001	6.765162497758865E-001
-9.5205730E-001	-1.442345082759857E+000
-9.0206498E-001	6.815754771232605E-001
-9.6202219E-001	-1.446640640497208E+000
-9.1201073E-001	6.759435236454010E-001
-9.7203285E-001	-1.444254159927368E+000
-9.2203289E-001	6.782344728708267E-001
-9.8202443E-001	-1.447022467851639E+000
-9.3201685E-001	6.842482984066010E-001
-9.9199694E-001	-1.446258783340454E+000
-9.4205809E-001	6.909302771091461E-001
-1.0020114E+000	-1.445304214954376E+000
-9.5198858E-001	6.902620941400528E-001
-1.0120106E+000	-1.445017784833908E+000
-9.6204889E-001	6.973259001970291E-001
-1.0220405E+000	-1.442249596118927E+000
-9.7200990E-001	6.952258646488190E-001
-1.0320244E+000	-1.452081650495529E+000
-9.8200917E-001	6.989486515522003E-001
-1.0420350E+000	-1.448740661144257E+000
-9.9203891E-001	6.943667382001877E-001
-1.0520457E+000	-1.453227162361145E+000
-1.0020114E+000	6.861574202775955E-001
-1.0620067E+000	-1.456854492425919E+000
-1.0120450E+000	6.997123211622238E-001
-1.0720174E+000	-1.459527373313904E+000
-1.0220634E+000	6.968486309051514E-001
-1.0820396E+000	-1.462391018867493E+000
-1.0320282E+000	6.936985105276108E-001
-1.0920502E+000	-1.470504850149155E+000
-1.0420159E+000	7.066807001829147E-001
-1.1020457E+000	-1.480146080255508E+000
-1.0520381E+000	6.988531947135925E-001
-1.1120028E+000	-1.493128240108490E+000
-1.0620183E+000	7.017169296741486E-001
-1.1221663E+000	-1.516610682010651E+000
-1.0720479E+000	6.933166980743408E-001
