Ewe/V	<I>/mA	
-1.2204141E-001	-1.344770006835461E-002
-7.2030000E-002	1.499851679961595E-002
-1.3204437E-001	-1.612050106216756E-002
-8.2101725E-002	1.060749000420658E-002
-1.4202453E-001	-1.892966763781649E-002
-9.2074268E-002	8.289245705652440E-003
-1.5201236E-001	-1.901148805128676E-002
-1.0202765E-001	4.607328890415374E-003
-1.6201541E-001	-2.111154561862350E-002
-1.1204217E-001	8.943809711906503E-003
-1.7198795E-001	-2.364797810358665E-002
-1.2202993E-001	5.234618164000230E-003
-1.8207876E-001	-2.067516970315153E-002
-1.3203678E-001	6.925572674455389E-003
-1.9201685E-001	-1.372043691974665E-002
-1.4198643E-001	9.052902435152124E-003
-2.0201990E-001	-2.026606836755362E-002
-1.5202758E-001	4.907337204453410E-003
-2.1202675E-001	-2.411162600453409E-002
-1.6196194E-001	6.680111833182827E-003
-2.2198787E-001	-2.340251493400758E-002
-1.7200315E-001	9.161996497173919E-003
-2.3201762E-001	-2.449345442333395E-002
-1.8204826E-001	5.425532668596120E-003
-2.4197868E-001	-2.863901999912091E-002
-1.9203594E-001	3.734578519860011E-003
-2.5203130E-001	-3.043906749891383E-002
-2.0204666E-001	8.807441373521990E-003
-2.6201525E-001	-2.880266109215361E-002
-2.1202295E-001	8.098332244636759E-003
-2.7204886E-001	-3.161182906478643E-002
-2.2202599E-001	3.652758051300352E-003
-2.8212827E-001	-3.022088057228495E-002
-2.3201375E-001	6.625565035002556E-003
-2.9209694E-001	-3.185728844255209E-002
-2.4203588E-001	5.261891754344078E-003
-3.0207708E-001	-3.545738716742822E-002
-2.5197783E-001	8.981387093496881E-004
-3.1208396E-001	-3.919385001063347E-002
-2.6200378E-001	2.043623755785769E-003
-3.2210228E-001	-3.946658729442543E-002
-2.7200690E-001	-1.011003596691547E-003
-3.3204806E-001	-3.643923412476280E-002
-2.8211299E-001	1.961803313211672E-003
-3.4208539E-001	-4.222120371248042E-002
-2.9210076E-001	-3.029239938769031E-003
-3.5210371E-001	-4.050297675920385E-002
-3.0211529E-001	3.489117088195465E-003
-3.6206859E-001	-3.941203773553892E-002
-3.1217557E-001	1.579974976526236E-003
-3.7213269E-001	-3.941203760249279E-002
-3.2206789E-001	8.163182974385546E-004
-3.8204798E-001	-4.164846135037281E-002
-3.3210525E-001	2.163021729627093E-004
-3.9211589E-001	-4.453945000256809E-002
-3.4208161E-001	4.470961503102430E-003
-4.0215331E-001	-4.143027468983618E-002
-3.5207322E-001	5.507352961493392E-003
-4.1207233E-001	-4.413034899958557E-002
-3.6209536E-001	5.725540628191077E-003
-4.2203718E-001	-4.614858196250027E-002
-3.7212130E-001	5.971001985017210E-003
-4.3206319E-001	-4.044842986123898E-002
-3.8205567E-001	3.243656025525912E-003
-4.4209301E-001	-4.320305080286091E-002
-3.9207011E-001	4.416415001157604E-003
-4.5209605E-001	-4.410307215792797E-002
-4.0202349E-001	5.070978039709323E-003
-4.6208760E-001	-4.366669803857803E-002
-4.1205710E-001	2.098170593464082E-003
-4.7205627E-001	-4.331214273614542E-002
-4.2207924E-001	7.089213613653556E-003
-4.8202115E-001	-5.004868656396866E-002
-4.3208608E-001	6.380103279038180E-003
-4.9206236E-001	-4.541219903954452E-002
-4.4207385E-001	6.761932562637532E-003
-5.0202340E-001	-4.764862544834614E-002
-4.5205778E-001	1.044384925626216E-002
-5.1207602E-001	-5.375787802040599E-002
-4.6209902E-001	1.022566136504924E-002
-5.2206379E-001	-4.813954500215389E-002
-4.7206774E-001	9.298364024808908E-003
-5.3204399E-001	-4.748498116220756E-002
-4.8205933E-001	7.880143787977949E-003
-5.4200506E-001	-5.304876768163275E-002
-4.9200889E-001	1.668947190046310E-002
-5.5202335E-001	-5.836709402501605E-002
-5.0204629E-001	1.548944054437536E-002
-5.6200349E-001	-6.584002184016369E-002
-5.1206464E-001	6.761931697837995E-003
-5.7204854E-001	-7.156744758997657E-002
-5.2207148E-001	1.338938334291534E-002
-5.8198285E-001	-7.385842502117157E-002
-5.3205925E-001	8.643800642208321E-003
-5.9198976E-001	-8.692240715026855E-002
-5.4205078E-001	1.303482846456711E-002
-6.0204244E-001	-8.921337553433006E-002
-5.5205393E-001	1.559853395779751E-002
-6.1203015E-001	-9.766815336687218E-002
-5.6204551E-001	1.685311299349582E-002
-6.2200648E-001	-1.032864839902947E-001
-5.7205617E-001	2.061684915263734E-002
-6.3198662E-001	-1.131049261561463E-001
-5.8197141E-001	2.751703533743108E-002
-6.4201647E-001	-1.142776810697146E-001
-5.9199733E-001	3.294445135231522E-002
-6.5199649E-001	-1.168141173464914E-001
-6.0206527E-001	3.305354661175181E-002
-6.6199577E-001	-1.306417626993999E-001
-6.1198056E-001	3.550815542361563E-002
-6.7197967E-001	-1.284598899739131E-001
-6.2199497E-001	4.339018610439127E-002
-6.8200183E-001	-1.296871905880315E-001
-6.3200188E-001	4.374474127377770E-002
-6.9201255E-001	-1.350327863224915E-001
-6.4200878E-001	4.824486295027386E-002
-7.0200032E-001	-1.263598357992513E-001
-6.5196592E-001	4.123558596308741E-002
-7.1207201E-001	-1.240688562393188E-001
-6.6199577E-001	4.898124693759853E-002
-7.2205979E-001	-1.282689747001446E-001
-6.7197204E-001	3.998100544725147E-002
-7.3205525E-001	-1.255688986607961E-001
-6.8200564E-001	3.981736422117266E-002
-7.4203533E-001	-1.267689301499298E-001
-6.9198579E-001	3.556270498250211E-002
-7.5207281E-001	-1.239597664347718E-001
-7.0208430E-001	3.245352966977018E-002
-7.6204145E-001	-1.227324573057040E-001
-7.1208346E-001	3.414448297449518E-002
-7.7206361E-001	-1.158322723848482E-001
-7.2209418E-001	3.458085709384512E-002
-7.8199410E-001	-1.200051116091867E-001
-7.3205143E-001	2.975345935140336E-002
-7.9208112E-001	-1.161322753344264E-001
-7.4204677E-001	2.768067603132551E-002
-8.0199254E-001	-1.109775954059191E-001
-7.5208420E-001	3.498996102384161E-002
-8.1204140E-001	-1.127776434378965E-001
-7.6204914E-001	2.768067536609509E-002
-8.2206738E-001	-1.190232671797280E-001
-7.7208650E-001	2.157142179618987E-002
-8.3210474E-001	-1.140322222241333E-001
-7.8205520E-001	2.383511872696024E-002
-8.4207344E-001	-1.168141178786759E-001
-7.9205060E-001	2.138050791940516E-002
-8.5204595E-001	-1.153686174324580E-001
-8.0205745E-001	2.217143627681903E-002
-8.6205280E-001	-1.167050190269951E-001
-8.1207961E-001	2.342601559524027E-002
-8.7208259E-001	-1.192687249609403E-001
-8.2200629E-001	2.200779624815491E-002
-8.8204360E-001	-1.184505245515279E-001
-8.3203989E-001	2.056230365165640E-002
-8.9206576E-001	-1.175232279513563E-001
-8.4200090E-001	2.309873467311258E-002
-9.0205353E-001	-1.201142035424714E-001
-8.5207266E-001	2.140778057011106E-002
-9.1206801E-001	-1.190505410943713E-001
-8.6206424E-001	2.208961632901008E-002
-9.2205197E-001	-1.196778310196742E-001
-8.7198716E-001	2.228053180234774E-002
-9.3200159E-001	-1.161322753344264E-001
-8.8203216E-001	2.282600031633458E-002
-9.4207716E-001	-1.189414443714281E-001
-8.9201611E-001	2.582608070224524E-002
-9.5201910E-001	-1.168959332363946E-001
-9.0206110E-001	2.358965688784204E-002
-9.6206033E-001	-1.180959695151873E-001
-9.1202223E-001	2.121686636071118E-002
-9.7202140E-001	-1.129412805395467E-001
-9.2199850E-001	1.960773277096450E-002
-9.8205495E-001	-1.189959884754250E-001
-9.3202829E-001	2.211688911276205E-002
-9.9201220E-001	-1.176323193524564E-001
-9.4206184E-001	1.911680856054376E-002
-1.0020305E+000	-1.206323983413835E-001
-9.5203435E-001	1.911680905946661E-002
-1.0120488E+000	-1.223233491182327E-001
-9.6202600E-001	1.998956082388753E-002
-1.0220137E+000	-1.230597378952165E-001
-9.7202134E-001	2.217143700857244E-002
-1.0320015E+000	-1.239052186054843E-001
-9.8203588E-001	2.140778017097278E-002
-1.0420198E+000	-1.208233136151518E-001
-9.9203897E-001	2.157142179618987E-002
-1.0519923E+000	-1.237688495644501E-001
-1.0021222E+000	1.797132413568242E-002
-1.0619916E+000	-1.217778857265200E-001
-1.0120183E+000	2.168051585821168E-002
-1.0719869E+000	-1.258416356784959E-001
-1.0219984E+000	1.633491540061575E-002
-1.0820243E+000	-1.301781199872494E-001
-1.0319594E+000	1.925317663699377E-002
-1.0920082E+000	-1.351964298103536E-001
-1.0420046E+000	1.685311229500383E-002
-1.1019921E+000	-1.359873584338598E-001
-1.0520419E+000	1.884407417050432E-002
-1.1119876E+000	-1.416329752121653E-001
-1.0619876E+000	1.516215885723276E-002
-1.1220593E+000	-1.436239406466493E-001
-1.0719984E+000	1.638946289728793E-002
