Ewe/V	<I>/mA	
1.2788086E+000	2.079482460021973E+001
1.3287169E+000	2.762858645121253E+001
1.2687292E+000	1.970007451375324E+001
1.3187978E+000	2.607152599758572E+001
1.2587490E+000	1.851296848720975E+001
1.3088025E+000	2.466217380099826E+001
1.2487308E+000	1.745506286621094E+001
1.2988757E+000	2.326865598890517E+001
1.2387849E+000	1.636125183105469E+001
1.2887658E+000	2.190361913045246E+001
1.2288048E+000	1.538607279459632E+001
1.2787399E+000	2.068446371290419E+001
1.2187865E+000	1.446293237474229E+001
1.2687407E+000	1.942600780063205E+001
1.2087682E+000	1.354148928324381E+001
1.2587873E+000	1.831547101338703E+001
1.1987804E+000	1.276109239790175E+001
1.2487613E+000	1.724411010742188E+001
1.1886820E+000	1.194206958346896E+001
1.2387162E+000	1.619108772277832E+001
1.1786903E+000	1.123433738284641E+001
1.2287055E+000	1.528051164415147E+001
1.1687102E+000	1.057745583852130E+001
1.2187979E+000	1.433992640177408E+001
1.1586614E+000	9.909538586934389E+000
1.2087338E+000	1.351933267381456E+001
1.1486278E+000	9.365135404798721E+000
1.1986468E+000	1.273965740203857E+001
1.1386704E+000	8.780198309156631E+000
1.1886475E+000	1.197118663787842E+001
1.1287056E+000	8.280364248487686E+000
1.1786560E+000	1.133132510715060E+001
1.1186720E+000	7.824757470024956E+000
1.1686872E+000	1.065610652499728E+001
1.1086996E+000	7.333751466539155E+000
1.1587569E+000	1.007401286231147E+001
1.0986392E+000	6.958578162723118E+000
1.1487271E+000	9.531648317972810E+000
1.0887049E+000	6.530985249413384E+000
1.1387583E+000	8.969589445326065E+000
1.0787171E+000	6.173850854237870E+000
1.1286904E+000	8.522301355997712E+000
1.0686951E+000	5.850758075714111E+000
1.1186531E+000	8.027730200025772E+000
1.0586653E+000	5.479277875688339E+000
1.1086729E+000	7.607480155097115E+000
1.0487883E+000	5.218918747372097E+000
1.0987041E+000	7.221653726365815E+000
1.0387355E+000	4.896208127339676E+000
1.0886897E+000	6.793678548600937E+000
1.0286829E+000	4.623752488030327E+000
1.0787745E+000	6.477716445922852E+000
1.0186760E+000	4.389412297142876E+000
1.0687753E+000	6.100760459899902E+000
1.0087837E+000	4.104350460900200E+000
1.0586882E+000	5.790868070390488E+000
9.9875009E-001	3.914917627970375E+000
1.0487386E+000	5.503471215565995E+000
9.8874319E-001	3.653540028466118E+000
1.0387355E+000	5.172526306576199E+000
9.7873253E-001	3.452689329783119E+000
1.0288317E+000	4.944340811835396E+000
9.6866071E-001	3.278112385008070E+000
1.0187180E+000	4.645993391672761E+000
9.5874935E-001	3.042668607499865E+000
1.0087454E+000	4.411144044664169E+000
9.4878447E-001	2.910494036144680E+000
9.9872720E-001	4.202441321478950E+000
9.3871659E-001	2.701536469989353E+000
9.8872030E-001	3.934782081180146E+000
9.2877454E-001	2.548012018203735E+000
9.7870958E-001	3.770858738157484E+000
9.1877532E-001	2.417450745900467E+000
9.6879822E-001	3.533971786499023E+000
9.0878761E-001	2.224792003631592E+000
9.5867300E-001	3.353919400109184E+000
8.9878070E-001	2.132134040196732E+000
9.4882268E-001	3.201328727934095E+000
8.8885784E-001	1.957557029194298E+000
9.3868214E-001	2.985027922524345E+000
8.7878609E-001	1.841087394290497E+000
9.2877460E-001	2.870425992541843E+000
8.6879450E-001	1.742572108904518E+000
9.1876769E-001	2.680483606126574E+000
8.5870749E-001	1.575635088814630E+000
9.0879524E-001	2.548309246699013E+000
8.4878844E-001	1.514938394228615E+000
8.9883035E-001	2.435617340935600E+000
8.3871663E-001	1.364640010727777E+000
8.8886553E-001	2.261125114228991E+000
8.2875180E-001	1.278646005524529E+000
8.7880516E-001	2.189689689212376E+000
8.1877548E-001	1.202159762382507E+000
8.6877924E-001	2.034255478117201E+000
8.0888695E-001	1.056445320447285E+000
8.5878003E-001	1.938881132337777E+000
7.9876941E-001	1.021894978152378E+000
8.4877312E-001	1.861843175358239E+000
7.8875870E-001	8.865796791182623E-001
8.3883500E-001	1.717868963877358E+000
