Ewe/V	<I>/mA	
1.2785388E+000	2.070352363586426E+001
1.3284777E+000	2.750547568003336E+001
1.2685434E+000	1.960525353749594E+001
1.3185395E+000	2.602373345692953E+001
1.2585250E+000	1.845585791269937E+001
1.3084944E+000	2.457681846618652E+001
1.2485068E+000	1.734307289123535E+001
1.2985564E+000	2.318529478708902E+001
1.2384961E+000	1.628090222676593E+001
1.2885305E+000	2.185616556803387E+001
1.2285579E+000	1.527807188034058E+001
1.2785083E+000	2.058510208129883E+001
1.2185168E+000	1.432923062642413E+001
1.2685205E+000	1.937916914621988E+001
1.2086091E+000	1.344201978047690E+001
1.2585595E+000	1.823601373036703E+001
1.1985106E+000	1.260701640446980E+001
1.2485449E+000	1.715117772420246E+001
1.1884809E+000	1.181467008590693E+001
1.2385839E+000	1.613300291697183E+001
1.1784282E+000	1.108319075902303E+001
1.2285312E+000	1.517684030532831E+001
1.1684557E+000	1.040773932139078E+001
1.2185473E+000	1.427944215138751E+001
1.1584718E+000	9.765776634216309E+000
1.2085786E+000	1.345042403539021E+001
1.1484115E+000	9.168954690297440E+000
1.1984534E+000	1.265674114227295E+001
1.1384656E+000	8.615936279296875E+000
1.1884427E+000	1.192831738789877E+001
1.1284511E+000	8.101372559865311E+000
1.1784741E+000	1.124879042307535E+001
1.1184672E+000	7.618834733962984E+000
1.1684022E+000	1.061956199010213E+001
1.1084527E+000	7.170740524927773E+000
1.1584450E+000	1.002961556116740E+001
1.0984840E+000	6.748432159423828E+000
1.1484954E+000	9.476151466369629E+000
1.0885038E+000	6.357066392898531E+000
1.1384580E+000	8.960124015808105E+000
1.0785009E+000	5.987346967061356E+000
1.1284665E+000	8.474911530812577E+000
1.0684711E+000	5.643031756083161E+000
1.1184405E+000	8.025161902109787E+000
1.0585291E+000	5.316606521606445E+000
1.1084909E+000	7.597951730092362E+000
1.0484726E+000	5.008581956227616E+000
1.0984726E+000	7.198245366414383E+000
1.0385040E+000	4.721567153930664E+000
1.0884771E+000	6.825470129648849E+000
1.0284971E+000	4.445185502370194E+000
1.0784971E+000	6.477398475011192E+000
1.0184941E+000	4.186375697453819E+000
1.0685246E+000	6.144288380940750E+000
1.0084796E+000	3.942846854527787E+000
1.0584680E+000	5.825567086537674E+000
9.9847645E-001	3.710395495096840E+000
1.0484726E+000	5.525755325953163E+000
9.8848867E-001	3.491378188133240E+000
1.0385422E+000	5.245680888493858E+000
9.7855061E-001	3.279300769170128E+000
1.0284971E+000	4.982859690984093E+000
9.6847117E-001	3.076773524284363E+000
1.0184864E+000	4.735128323237099E+000
9.5850247E-001	2.885324319203697E+000
1.0084834E+000	4.497838973999023E+000
9.4851851E-001	2.700751304626465E+000
9.9851084E-001	4.278503020604454E+000
9.3842769E-001	2.526174227396645E+000
9.8849255E-001	4.066234509150185E+000
9.2853153E-001	2.353761672973633E+000
9.7850096E-001	3.870583732922871E+000
9.1854376E-001	2.192936817804970E+000
9.6853989E-001	3.681362986564636E+000
9.0854454E-001	2.039561291535696E+000
9.5852542E-001	3.505512475967407E+000
8.9851475E-001	1.888668576876320E+000
9.4852996E-001	3.335901379585252E+000
8.8856137E-001	1.744015276432030E+000
9.3856132E-001	3.182080109914146E+000
8.7853158E-001	1.601526776949562E+000
9.2850101E-001	3.031823992729187E+000
8.6852473E-001	1.465659578641255E+000
9.1848266E-001	2.893664916356400E+000
8.5847968E-001	1.338196674982708E+000
9.0856361E-001	2.768175443013511E+000
8.4854919E-001	1.206404288609821E+000
8.9854151E-001	2.648034373919170E+000
8.3853084E-001	1.080469389756521E+000
8.8851172E-001	2.536233703295391E+000
8.2857364E-001	9.584182103474941E-001
8.7856972E-001	2.435702323913574E+000
8.1853247E-001	8.342023094495126E-001
8.6855906E-001	2.342110673586529E+000
8.0854082E-001	7.194729248682652E-001
8.5853696E-001	2.251956899960835E+000
7.9848814E-001	6.048708657423658E-001
8.4856063E-001	2.171926418940224E+000
7.8854239E-001	4.922425597906113E-001
8.3855379E-001	2.093742330869038E+000
7.7848971E-001	3.839435925086341E-001
8.2857746E-001	2.025618016719811E+000
7.6844466E-001	2.764086623986559E-001
8.1853628E-001	1.961504439512888E+000
7.5844926E-001	1.704654594262442E-001
