Ewe/V	<I>/mA	
1.2784587E+000	1.516366004943848E+001
1.3286076E+000	2.673598480224609E+001
1.2684556E+000	1.222583723068237E+001
1.3186045E+000	2.477495193481445E+001
1.2584602E+000	1.058607292175293E+001
1.3086053E+000	2.332065200805664E+001
1.2484380E+000	9.240071296691895E+000
1.2985678E+000	2.203730010986328E+001
1.2384541E+000	8.011919260025024E+000
1.2885572E+000	2.084582138061523E+001
1.2284817E+000	6.850810050964355E+000
1.2785541E+000	1.972616004943848E+001
1.2184175E+000	5.763809919357300E+000
1.2685853E+000	1.866265106201172E+001
1.2084373E+000	4.731626749038696E+000
1.2585022E+000	1.765873813629150E+001
1.1984344E+000	3.759419560432434E+000
1.2485793E+000	1.670524883270264E+001
1.1883779E+000	2.813188791275024E+000
1.2385687E+000	1.582090282440186E+001
1.1784053E+000	1.954246401786804E+000
1.2285541E+000	1.498812913894653E+001
1.1683526E+000	1.141144812107086E+000
1.2185969E+000	1.420444154739380E+001
1.1583954E+000	3.847712799906731E-001
1.2085061E+000	1.347098827362061E+001
1.1484230E+000	-3.160202354192734E-001
1.1984611E+000	1.278528642654419E+001
1.1383970E+000	-9.535896480083466E-001
1.1884427E+000	1.215363740921021E+001
1.1284665E+000	-1.559261471033096E+000
1.1784855E+000	1.157890796661377E+001
1.1184214E+000	-2.117564380168915E+000
1.1684557E+000	1.103684043884277E+001
1.1084641E+000	-2.634228467941284E+000
1.1584145E+000	1.055188274383545E+001
1.0984955E+000	-3.110973119735718E+000
1.1484305E+000	1.009060955047607E+001
1.0885307E+000	-3.554101109504700E+000
1.1383932E+000	9.660088062286377E+000
1.0784894E+000	-3.973735690116882E+000
1.1283786E+000	9.263373374938965E+000
1.0684901E+000	-4.371595501899719E+000
1.1184367E+000	8.875827789306641E+000
1.0585024E+000	-4.736602783203125E+000
1.1083421E+000	8.515022754669189E+000
1.0484383E+000	-5.101801633834839E+000
1.0983695E+000	8.184586763381958E+000
1.0385154E+000	-5.431473493576050E+000
1.0883932E+000	7.857207059860229E+000
1.0284628E+000	-5.751404047012329E+000
1.0784246E+000	7.555422067642212E+000
1.0185131E+000	-6.066368579864502E+000
1.0683870E+000	7.260320901870728E+000
1.0085711E+000	-6.352300882339478E+000
1.0584146E+000	6.985658407211304E+000
9.9853754E-001	-6.628874063491821E+000
1.0483848E+000	6.728377103805542E+000
9.8852688E-001	-6.895323514938354E+000
1.0383513E+000	6.481982469558716E+000
9.7849715E-001	-7.133504867553711E+000
1.0283787E+000	6.248194217681885E+000
9.6852463E-001	-7.371494770050049E+000
1.0183489E+000	6.038663387298584E+000
