Ewe/V	<I>/mA	
1.2784052E+000	1.613472175598145E+001
1.3285807E+000	2.681238555908203E+001
1.2684366E+000	1.342877721786499E+001
1.3185052E+000	2.499575328826904E+001
1.2584411E+000	1.192500686645508E+001
1.3085785E+000	2.361861801147461E+001
1.2484686E+000	1.061987972259521E+001
1.2985603E+000	2.234882640838623E+001
1.2384388E+000	9.409109115600586E+000
1.2885189E+000	2.115276432037354E+001
1.2283709E+000	8.243224620819092E+000
1.2785274E+000	2.001953983306885E+001
1.2184404E+000	7.143427133560181E+000
1.2685587E+000	1.893082237243652E+001
1.2084526E+000	6.074572086334229E+000
1.2585480E+000	1.791009902954102E+001
1.1984191E+000	5.082882165908813E+000
1.2485831E+000	1.694113826751709E+001
1.1883625E+000	4.128820180892944E+000
1.2385458E+000	1.603960227966309E+001
1.1783595E+000	3.264720797538757E+000
1.2285808E+000	1.521504020690918E+001
1.1683297E+000	2.456585288047791E+000
1.2185779E+000	1.443345499038696E+001
1.1583037E+000	1.708997905254364E+000
1.2085290E+000	1.372253942489624E+001
1.1483809E+000	1.032081842422485E+000
1.1984839E+000	1.303989410400391E+001
1.1384084E+000	3.924114517867565E-001
1.1885344E+000	1.243708658218384E+001
1.1283672E+000	-1.993171721696854E-001
1.1785465E+000	1.186426734924316E+001
1.1183946E+000	-7.557100653648376E-001
1.1684633E+000	1.133308696746826E+001
1.1083878E+000	-1.276767373085022E+000
1.1584336E+000	1.082616424560547E+001
1.0984154E+000	-1.762871086597443E+000
1.1485107E+000	1.036890220642090E+001
1.0884008E+000	-2.229683339595795E+000
1.1384809E+000	9.910684108734131E+000
1.0784245E+000	-2.663261175155640E+000
1.1284779E+000	9.502701282501221E+000
1.0683986E+000	-3.070480465888977E+000
1.1184520E+000	9.116301536560059E+000
1.0584681E+000	-3.451341152191162E+000
1.1083878E+000	8.771731376647949E+000
1.0484267E+000	-3.781777262687683E+000
1.0984802E+000	8.454665660858154E+000
1.0384697E+000	-4.105145812034607E+000
1.0884581E+000	8.159374713897705E+000
1.0284359E+000	-4.396234869956970E+000
1.0784436E+000	7.897126436233521E+000
1.0184368E+000	-4.666695833206177E+000
