Ewe/V	<I>/mA	
-1.2250097E-001	1.852699369192123E-002
-7.2466664E-002	1.812951052561401E-002
-1.3241237E-001	1.446395770180969E-002
-8.2507886E-002	1.845406242646275E-002
-1.4246888E-001	7.648319605505091E-003
-9.2480354E-002	2.267326898872851E-002
-1.5244903E-001	1.587672173045575E-002
-1.0246819E-001	2.372329677455127E-002
-1.6242537E-001	9.901106997858705E-003
-1.1249413E-001	1.883589238859712E-002
-1.7248181E-001	6.655565803521307E-003
-1.2246279E-001	1.723221251741047E-002
-1.8243907E-001	1.087476952234283E-002
-1.3246202E-001	2.124141207896169E-002
-1.9243830E-001	3.524572675087254E-003
-1.4249945E-001	1.765222423709928E-002
-2.0242226E-001	3.028195873775983E-003
-1.5245283E-001	2.061139484867452E-002
-2.1241382E-001	7.266490868641992E-003
-1.6243678E-001	1.906498959288000E-002
-2.2242835E-001	7.266491081099946E-003
-1.7247041E-001	2.320782896131274E-002
-2.3247330E-001	8.392885222565379E-003
-1.8241990E-001	2.309327889233825E-002
-2.4244584E-001	4.192771832458675E-003
-1.9244590E-001	1.748040174134075E-002
-2.5238401E-001	5.720086005021580E-003
-2.0241837E-001	2.715975176542995E-002
-2.6239467E-001	1.410122024826705E-002
-2.1247108E-001	2.534606624394653E-002
-2.7237862E-001	5.223708687117324E-003
-2.2242454E-001	1.956136594526470E-002
-2.8241983E-001	6.273737587616776E-003
-2.3240082E-001	1.622036802582441E-002
-2.9241517E-001	8.106513280654315E-003
-2.4240766E-001	1.931317779235542E-002
-3.0242592E-001	5.395531753310930E-003
-2.5242600E-001	2.299782144837081E-002
-3.1243277E-001	6.884662740048939E-003
-2.6239845E-001	2.362783933058377E-002
-3.2240149E-001	8.144696144154293E-003
-2.7239388E-001	1.824405810330063E-002
-3.3238158E-001	7.228308171033843E-003
-2.8238934E-001	1.975228013470764E-002
-3.4235793E-001	3.028195319348014E-003
-2.9242286E-001	2.389511833898723E-002
-3.5237619E-001	5.414622438911464E-003
-3.0239534E-001	2.521242713555688E-002
-3.6237922E-001	-3.367430601065285E-003
-3.1237558E-001	2.221507378853857E-002
-3.7235564E-001	6.035851762135266E-004
-3.2240909E-001	3.013801285997031E-002
-3.8240060E-001	-1.553745548517328E-003
-3.3243504E-001	2.662519221194087E-002
-3.9237314E-001	2.589093218557534E-003
-3.4239990E-001	2.402875814586874E-002
-4.0239528E-001	-6.765703827841224E-003
-3.5238388E-001	2.330328510142862E-002
-4.1233724E-001	7.944995151774464E-004
-3.6236781E-001	2.433422207832336E-002
-4.2238608E-001	-5.800829418149080E-004
-3.7236318E-001	2.305509685538706E-002
-4.3248838E-001	-2.661048024310733E-003
-3.8237771E-001	2.328419336117804E-002
-4.4247234E-001	-2.011939563817580E-003
-3.9236173E-001	2.931708311662076E-002
-4.5245627E-001	-1.108036558143794E-002
-4.0238759E-001	2.801886405795813E-002
-4.6250510E-001	-1.340951879974456E-002
-4.1236404E-001	3.046256797388192E-002
-4.7245476E-001	-1.613959164824341E-002
-4.2239368E-001	3.151259459555145E-002
-4.8242342E-001	-1.671233517117798E-002
-4.3242729E-001	2.924071699380870E-002
-4.9241126E-001	-2.173337955027821E-002
-4.4246852E-001	3.296354515478006E-002
-5.0243711E-001	-2.169519681483507E-002
-4.5246008E-001	2.985164178535341E-002
-5.1246697E-001	-2.854901785030967E-002
-4.6244404E-001	2.715975185856218E-002
-5.2242029E-001	-3.612831346690659E-002
-4.7247773E-001	3.114985935389997E-002
-5.3238517E-001	-3.544102096930146E-002
-4.8246548E-001	3.414721069857476E-002
-5.4243016E-001	-4.653313830494882E-002
-4.9250662E-001	3.443358335643998E-002
-5.5243713E-001	-5.269966516643776E-002
-5.0244099E-001	3.794640442356467E-002
-5.6236762E-001	-5.584975276142362E-002
-5.1248223E-001	4.327291138470168E-002
-5.7238591E-001	-5.882801301777385E-002
-5.2247375E-001	4.273834861814976E-002
-5.8245003E-001	-6.150081139057884E-002
-5.3242725E-001	4.575479449704289E-002
-5.9244931E-001	-6.501363348215827E-002
-5.4244548E-001	4.363564755767584E-002
-6.0238355E-001	-6.761006508022560E-002
-5.5244851E-001	4.575479328632354E-002
-6.1243248E-001	-6.759097706526540E-002
-5.6242484E-001	4.657572451978920E-002
-6.2239355E-001	-6.388724446296690E-002
-5.7239354E-001	4.890488013625144E-002
-6.3241178E-001	-6.875555086880925E-002
-5.8241189E-001	4.854214042425153E-002
-6.4239192E-001	-5.781616922467947E-002
-5.9244549E-001	4.663300011306992E-002
-6.5237588E-001	-6.421179212629802E-002
-6.0244852E-001	4.170741178095341E-002
-6.6239041E-001	-6.304721664637336E-002
-6.1242485E-001	4.905760977417228E-002
-6.7239720E-001	-6.130989920347951E-002
-6.2241638E-001	4.195560254156583E-002
-6.8241560E-001	-6.272266078740359E-002
-6.3243479E-001	4.205106068402520E-002
-6.9235748E-001	-6.572001930326232E-002
-6.4236897E-001	3.798458632081736E-002
-7.0237583E-001	-5.699523817747854E-002
-6.5239888E-001	3.878642749041317E-002
-7.1238655E-001	-6.081352140754470E-002
-6.6238272E-001	4.260471202433103E-002
-7.2232467E-001	-6.046987399458886E-002
-6.7243165E-001	4.029464647173880E-002
-7.3237354E-001	-6.480362936854361E-002
-6.8240035E-001	3.386083757504821E-002
-7.4233842E-001	-6.545273400843166E-002
-6.9234598E-001	3.830914190039039E-002
-7.5240636E-001	-6.633094586431987E-002
-7.0234144E-001	3.578907130286091E-002
-7.6232541E-001	-6.589184254407887E-002
-7.1238267E-001	3.762185052037237E-002
-7.7238190E-001	-6.728551723063014E-002
-7.2235525E-001	3.682001074776053E-002
-7.8239256E-001	-6.661731712520122E-002
-7.3238117E-001	3.447176646441219E-002
-7.9234982E-001	-6.530000399798164E-002
-7.4234223E-001	3.149350294843312E-002
-8.0232227E-001	-6.570092830806984E-002
-7.5239110E-001	3.525451263412832E-002
-8.1234831E-001	-6.201628055423503E-002
-7.6237124E-001	3.179896613582969E-002
-8.2235134E-001	-6.791553422808660E-002
-7.7238959E-001	2.916435198858369E-002
-8.3239251E-001	-6.728551723063014E-002
-7.8235823E-001	2.998528108000756E-002
-8.4238416E-001	-6.806826330721383E-002
-7.9231924E-001	2.528879176825283E-002
-8.5241771E-001	-6.825917698442940E-002
-8.0234903E-001	2.792340954765671E-002
-8.6242074E-001	-6.272266153246175E-002
-8.1229103E-001	2.255871896632016E-002
-8.7245816E-001	-6.146263089030990E-002
-8.2239336E-001	2.454422605223954E-002
-8.8250703E-001	-5.829345490783455E-002
-8.3246124E-001	2.601426606997848E-002
-8.9245278E-001	-5.884710475802424E-002
-8.4248340E-001	2.061139433644711E-002
-9.0241772E-001	-5.747252106666578E-002
-8.5247880E-001	2.133686877787114E-002
-9.1243595E-001	-5.426516532897951E-002
-8.6247420E-001	1.881680064834654E-002
-9.2243522E-001	-5.201237723231317E-002
-8.7242001E-001	1.980955493636427E-002
-9.3241531E-001	-5.113417077809590E-002
-8.8241154E-001	1.900771451182664E-002
-9.4237256E-001	-4.666677601635461E-002
-8.9238405E-001	1.454032256733626E-002
-9.5239466E-001	-4.974049776792527E-002
-9.0242529E-001	1.316574068041518E-002
-9.6237868E-001	-4.853773508220911E-002
-9.1248178E-001	1.524670484941451E-002
-9.7245038E-001	-4.464308787137272E-002
-9.2248482E-001	1.188661544001661E-002
-9.8239237E-001	-4.458581432700159E-002
-9.3242675E-001	1.339483747724443E-002
-9.9238783E-001	-4.756407458335161E-002
-9.4235349E-001	1.719403038732706E-002
-1.0023526E+000	-4.462399482727053E-002
-9.5240611E-001	1.738494429737329E-002
-1.0123595E+000	-4.756407476961613E-002
-9.6237862E-001	1.811041822656984E-002
-1.0223817E+000	-4.363124351948500E-002
-9.7244281E-001	1.606763543095439E-002
-1.0324037E+000	-4.756407495588066E-002
-9.8244584E-001	1.765222311951220E-002
-1.0423763E+000	-4.865228403359652E-002
-9.9236482E-001	1.898862379603086E-002
-1.0523754E+000	-4.626585934311152E-002
-1.0024061E+000	2.019138452596963E-002
-1.0624014E+000	-4.918684307485821E-002
-1.0123709E+000	1.541852904483670E-002
-1.0723816E+000	-5.248966254293941E-002
-1.0223893E+000	1.438759132288392E-002
-1.0823579E+000	-5.245147831738017E-002
-1.0323923E+000	1.830133171752091E-002
-1.0923495E+000	-5.718615073710698E-002
-1.0424068E+000	1.847315551713108E-002
-1.1023449E+000	-5.478063058108096E-002
-1.0523870E+000	1.574308113195000E-002
-1.1123823E+000	-5.915256757289178E-002
-1.0623862E+000	1.394848936470222E-002
-1.1223967E+000	-6.176809035241604E-002
-1.0723929E+000	1.664037969894705E-002
