Ewe/V	<I>/mA	
-1.2249598E-001	6.995777133852243E-003
-7.2373822E-002	2.851100059019195E-002
-1.3239588E-001	3.267898683487955E-003
-8.2388349E-002	3.182017658319736E-002
-1.4247909E-001	1.061778779128667E-003
-9.2379913E-002	2.223204386730987E-002
-1.5241346E-001	-5.599005742826402E-003
-1.0235626E-001	2.592305135395792E-002
-1.6241270E-001	-4.241393691497966E-003
-1.1230583E-001	2.011077354351676E-002
-1.7243864E-001	-3.053482531362943E-003
-1.2247308E-001	2.583820186555386E-002
-1.8239969E-001	-5.132326810982909E-003
-1.3247992E-001	2.770491751531756E-002
-1.9242182E-001	-3.986840420919999E-003
-1.4245239E-001	2.757764048874378E-002
-2.0239049E-001	-6.776611747530605E-004
-1.5246312E-001	2.957163419988418E-002
-2.1246609E-001	3.829732336776538E-004
-1.6246228E-001	2.800189600222636E-002
-2.2245385E-001	-3.053482912946499E-003
-1.7241193E-001	2.812917178703678E-002
-2.3242252E-001	-5.928104769231547E-004
-1.8247217E-001	2.787461918261314E-002
-2.4239498E-001	-3.605013118228986E-003
-1.9239506E-001	2.261387215306360E-002
-2.5240570E-001	-1.136885666184955E-002
-2.0239429E-001	2.927465674777818E-002
-2.6238966E-001	-1.493258908804923E-002
-2.1243553E-001	1.866831195851165E-002
-2.7238122E-001	-1.022337221850952E-002
-2.2244625E-001	2.282600063416693E-002
-2.8240341E-001	-1.658718060288164E-002
-2.3243780E-001	2.316540293395519E-002
-2.9241028E-001	-1.306587261044317E-002
-2.4244852E-001	2.083200630214480E-002
-3.0239797E-001	-1.493258924326965E-002
-2.5241333E-001	2.206234220001432E-002
-3.1238198E-001	-1.569624669435954E-002
-2.6243925E-001	2.723823839591609E-002
-3.2239261E-001	-1.539926965617471E-002
-2.7235451E-001	2.490484279890853E-002
-3.3234990E-001	-1.773266628798514E-002
-2.8241104E-001	2.609275198645061E-002
-3.4239492E-001	-2.511468157172203E-002
-2.9240647E-001	1.832890877914098E-002
-3.5238275E-001	-2.715109971662366E-002
-3.0239043E-001	2.252902069853412E-002
-3.6238959E-001	-2.299341331753466E-002
-3.1244305E-001	2.617760250965750E-002
-3.7243843E-001	-2.435102500021458E-002
-3.2239652E-001	2.201991714537144E-002
-3.8236129E-001	-2.965419801572966E-002
-3.3241096E-001	2.545637057887183E-002
-3.9237577E-001	-3.393916082051066E-002
-3.4237203E-001	2.473514071769184E-002
-4.0236738E-001	-3.690893865293926E-002
-3.5236740E-001	2.002592327901054E-002
-4.1238952E-001	-4.327274651990998E-002
-3.6237422E-001	2.605032796661055E-002
-4.2235819E-001	-4.522431310680178E-002
-3.7245363E-001	2.940193129082513E-002
-4.3232304E-001	-5.095174039403605E-002
-3.8236123E-001	2.715338828663028E-002
-4.4234899E-001	-5.400636833575037E-002
-3.9242160E-001	2.957163440684474E-002
-4.5235583E-001	-6.860070054729783E-002
-4.0240556E-001	3.368689595825136E-002
-4.6234748E-001	-8.438294132550572E-002
-4.1233605E-001	3.364446842008167E-002
