Ewe/V	<I>/mA	
-1.2234843E-001	6.575766485184431E-003
-7.2382949E-002	4.395383782684803E-002
-1.3235535E-001	-2.692866992826261E-003
-8.2378313E-002	4.109012335538864E-002
-1.4232020E-001	-4.920199862681329E-003
-9.2354663E-002	3.523542049030465E-002
-1.5237284E-001	-1.077490315462153E-002
-1.0234242E-001	3.389902040362358E-002
-1.6245225E-001	-8.229379784703894E-003
-1.1240653E-001	3.676273580640543E-002
-1.7240570E-001	-7.592998794279993E-003
-1.2237527E-001	4.019919037818909E-002
-1.8242404E-001	-1.090217884241917E-002
-1.3236302E-001	3.453540336340655E-002
-1.9246137E-001	-9.756693655314546E-003
-1.4232022E-001	3.924462261299294E-002
-2.0241483E-001	-8.483931732674449E-003
-1.5233846E-001	3.561725125958523E-002
-2.1246746E-001	-1.930240510652462E-002
-1.6252860E-001	3.192624387641746E-002
-2.2245909E-001	-2.032061479985714E-002
-1.7243247E-001	3.396266015867394E-002
-2.3239346E-001	-1.942968151221672E-002
-1.8247369E-001	3.504450619220734E-002
-2.4246518E-001	-1.370225466477374E-002
-1.9244616E-001	4.070829475919402E-002
-2.5237665E-001	-1.688415805498761E-002
-2.0246822E-001	4.000827732185525E-002
-2.6242930E-001	-1.363861669475834E-002
-2.1245217E-001	4.191741906106472E-002
-2.7242082E-001	-1.981150948752960E-002
-2.2244000E-001	3.695364917318023E-002
-2.8235894E-001	-2.751171713074047E-002
-2.3242776E-001	3.848096417884034E-002
-2.9240784E-001	-2.267522457987081E-002
-2.4240792E-001	3.478995679567257E-002
-3.0240709E-001	-2.693897516777119E-002
-2.5240716E-001	3.708092371622718E-002
-3.1242162E-001	-3.368461163093647E-002
-2.6243690E-001	3.937189591427642E-002
-3.2240936E-001	-3.527556297679740E-002
-2.7243993E-001	3.358083311468363E-002
-3.3242390E-001	-4.043024778366089E-002
-2.8242007E-001	3.714456409215927E-002
-3.4242693E-001	-3.788472277422744E-002
-2.9237735E-001	3.790822128454840E-002
-3.5236502E-001	-4.730315941075486E-002
-3.0243003E-001	3.924462075034774E-002
-3.6238337E-001	-4.953049247463548E-002
-3.1240252E-001	3.784458215037978E-002
-3.7235969E-001	-5.290331070621812E-002
-3.2235968E-001	3.739911597222079E-002
-3.8240084E-001	-5.493972574671113E-002
-3.3236274E-001	3.574452611307305E-002
-3.9243060E-001	-6.652186003824073E-002
-3.4240016E-001	4.083557426929474E-002
-4.0237644E-001	-7.084924851854646E-002
-3.5238793E-001	4.567206464707851E-002
-4.1239470E-001	-8.243137473861373E-002
-3.6237955E-001	4.669027527173364E-002
-4.2235577E-001	-9.674994399150205E-002
-3.7236723E-001	5.114494077861309E-002
-4.3240845E-001	-1.141867699722449E-001
-3.8235506E-001	5.375410181780654E-002
-4.4235805E-001	-1.526241724689801E-001
-3.9241537E-001	5.559960504372918E-002
-4.5236108E-001	-2.051892057061204E-001
-4.0242991E-001	7.360917516052723E-002
-4.6236032E-001	-2.686363831162462E-001
-4.1240999E-001	8.461856469511941E-002
-4.7240153E-001	-3.577296833197279E-001
-4.2237103E-001	1.173921786248684E-001
-4.8235881E-001	-4.673780649900436E-001
-4.3236649E-001	1.617478976647058E-001
-4.9238855E-001	-5.943360328674316E-001
-4.4237331E-001	2.305406530698142E-001
-5.0234962E-001	-7.440127531687430E-001
-4.5237637E-001	3.273977984984717E-001
-5.1237941E-001	-8.964259624481201E-001
-4.6238321E-001	4.425827165444689E-001
-5.2232510E-001	-1.054948439200719E+000
-4.7235957E-001	5.752680897712708E-001
-5.3233576E-001	-1.199343184630076E+000
-4.8229384E-001	7.238629559675855E-001
-5.4236180E-001	-1.329992095629375E+000
-4.9231216E-001	8.492936591307325E-001
-5.5232286E-001	-1.426722049713135E+000
-5.0235718E-001	9.670877257982884E-001
